[0, "RT @ACreativeLoser: Are we live @cthagod ? Are we Live? Alright Check it...\n."]
[257, "I liked a @YouTube video https://t.co/4O0SPSoAaL Ali Wentwo h and Miley Cyrus Flashed Each Other\n."]
[258, "@Ameezy We're about to play LADY (IHM CLEANER) by AUSTIN MAHONE / PITBULL! Listen &amp; Vote 4 More: https://t.co/f5amqmpBgv\n."]
[259, "Favorite girls - Justin Bieber  #PremiosMTVMIAW #MTVCRUSHSUAREZ\n."]
[260, "BenjaminEnfield: DJ Khaled Previews More New Music From Upcoming “Grateful” Album https://t.co/e1WkMjG4QA #HipHop… https://t.co/2BoflibjNg\n."]
[261, "@zesty_celebrity: Miley Cyrus Blames Twerking Phase on Too Much Time With Her Dad https://t.co/YdSZMgByuk https://t.co/V7FLi7wu4j\n."]
[262, "I WANNA JAM TO NEW MUSIC TOO MAN https://t.co/9uasSawoxx\n."]
[263, "RT @ChinaBBMAs: I am voting for @BTS_twt for the #BTSBBMAs Top Social Artist Awards because they put so many effort into their music.\n."]
[264, "I liked a @YouTube video https://t.co/mk94jItk6u Pokemon Black and White Elite Four Music Ran Ran Ru Remix\n."]
[265, "@kissEMOTIONstan: 25. Nobody's Perfect - Miley Cyrus as (Hannah Montana). Everyone knows this one, it's impossible not to. https://t.co/�\n."]
[266, "RT @iKONGASM: If this is music charts, Kang Daniel more likely got a PAK!!!! 😂😭👏🏻\n."]
[267, "RT @Ezraiah19: The love they have for their music is equal to the love we have for their music.\n."]
[268, "i dont know when and how im going to be able to make music again but its going to work out how its suppose too\n."]
[269, "RT @enews: Lorde reveled in her newfound success, took a break, and is now ready to share her sophomore album with the world: https://t.co/…\n."]
[270, "Want music 24:7? Listen to Annapolis Power 99.1 #nowplaying Becky G - You Love It\n."]
[271, "#keepitlocked N/P: Pitbull - Welcome To Dade County https://t.co/NSrgOrMyKh\n."]
[272, "@SouTeamBieber: "Voc�s s�o demais, voc�s s�o incr�veis." - Justin Bieber na sua live no Instagram\n."]
[273, "@Amayayayaya: .@LuisFonsi &amp; @daddy_yankee's 'Despacito,' Featuring @justinbieber, Hits No. 1 on Billboard Hot 100! https://t.co/rI60agX4�\n."]
[274, "RT @stereogum: Stream Kyoto math-rock trio Tricot (@tricot_band)'s ballistic, poppy new album 3 https://t.co/TNPylxIk3A https://t.co/h9Miuv…\n."]
[275, "RT @6PAPl: greatest producer in the history of all music https://t.co/QXWw3DDWXK\n."]
[276, "trade hm solo dms ultras rares closed giveaway ffs free fol�\n."]
[277, "RT @Judgment: i could drive around all night with someone listening to music talking about life and be perfectly satisfied with my night\n."]
[278, "Miley Cyrus is so damn fine. ??\n."]
[279, "RT @Blowjobshire: "All they ever want to talk about is your music and your love life. Dammit"\n."]
[280, "RT @TheHarryNews: Buy/gift 'Harry Styles'. Anyone who needs it to be gifted or can gift, reply underneath and match up with someone!! https…\n."]
[281, "@worldofpain_hc I cannot wait. Thank you for the amazing music. My favorite band by far!\n."]
[282, "@StylishCyrus: .@Fresh1027NY captured all of Miley's eras into 2 Barbie dolls.. I love this. ?? https://t.co/lfLSzjvnkg\n."]
[283, "@maduhjb: I am voting for Justin Bieber for TOP SOCIAL A IST at the #BBMAs.   to vote! #JustinBBMAs\n."]
[284, "Katy Perry looking like Miley Cyrus, be positive\n."]
[285, "@TheEdgeNZ Play more Miley Cyrus please!\n."]
[286, "Submit your #Music #Video on the best online magazine https://t.co/PcDEQZFVXZ #MusicVideo #EDM  #EDMMUSIC\n."]
[287, "@TheShadyFacts: Lady Gaga has received 6 Grammys before the age of 30. When Madonna was 30 she had 3... nominations. (0 wins) https://t.�\n."]
[288, "Justin Bieber Thrilled Kou ney Kardashian Is Finding Happiness With You... https://t.co/C2tR9oGsfV via @YouTube\n."]
[289, "RT @3780f6ab09c44af: "I Aint Gotta Lie"  By Diamoness From the Album "Poetic Wisdom"\n."]
[290, "@justinbie8er94: Video of Justin Bieber on Instagram Live. (May 16)\n."]
[291, "I'm on another Lady Gaga kick and I'm so excited\n."]
[292, "RT @RollingStone: Former Fifth Harmony vocalist Camila Cabello announces debut solo LP in a candid, emotional post https://t.co/1iYvSRMbGu…\n."]
[293, "RT @HavelockStudios: Visit us again THIS WEEKEND, 11-6pm 20 &amp; 21 May! 20+ artist studios, food &amp; live music for @DulwichFestival @ArtistsOp…\n."]
[294, "@JaspoliUSA: Caspar's comments on Justin Bieber's instagram live stream! (x1) https://t.co/roPT8hJTBo\n."]
[295, "@FOTPLadyGaga: #TheCure went up 6 spots on this week's Hot 100 to #49 thanks to Lady Gaga's new found streaming power\n."]
[296, "me procrastinating for finals: cleans room, sta s packing, watches hour long Miley Cyrus interview, reads full Avril conspiracy\n."]
[297, "i just saw a pitbull with a tail by far the weirdest thing I've seen tbh\n."]
[298, "⠀⠀⠀ music video: easy love https://t.co/GqoHdoF3xV\n."]
[299, "I just wanna listen to good music, drive fast, and have a good time.\n."]
[300, "@TMZ: Selena Gomez Teases A New Song &amp; Makes Us Believe It�s ALL About Justin Bieber! (via @ LaineyGossip) https://t.co/6gThyMaoo4\n."]
[301, "#HIPHOP #HIPHOPMUSIC #MUSIC from the best online magazine https://t.co/zDXbYlVXhV\n."]
[302, "@sevyn give us a song flip of khalid location and or 6lack ex calling. Oh &amp; something that didn't make the album. We need new music!!\n."]
[303, "Enjoy!\n."]
[304, "RT @PlugMusicWarren: Thanks for this morning @etvSunrise ! @JATBmusic had a great time. #plugmusicagency #folk #music… https://t.co/GnlBRbE…\n."]
[305, "Lady Gaga's "The Cure" is my new fav ??\n."]
[306, "Miley Cyrus' new song is a gift from God honestly ??????\n."]
[307, "RT @ieuanofficial: MY NEW ALBUM SAINT CALIFORNIA IS NOW OUT !! iTunes/Apple music rn &amp; Spotify in an hour !! I am… https://t.co/4u6grde786\n."]
[308, "Bare Bones - Bryan Adams (#CD Used Very Good) https://t.co/Gn1vW0iVHd #Music #Singer https://t.co/1OkcvWnuZZ\n."]
[309, "Hey people welcome to my twitter, i'll be posting some music videos on here :)\n."]
[310, "@kelizzlemynizzl New Music Video Mista Jippa- "Look At You" PLS ReTweet If you Like. https://t.co/02AHYhYupS      #NewWave #Sexyyy 😍😍😘😘😜\n."]
[311, "RT @thando_mx: .@TheKidFarx says hes dropping a mixtape but dont let him lie to you, its really a free album #outstanding #music\n."]
[312, "RT @All_Noise_co_uk: 'Munich' is a song off Chris Watkins/Drunk Poets' most recent album 'Lights All Askew'  - https://t.co/gJki5lp9ux #Mus…\n."]
[313, "Miley Cyrus Sings "Malibu" Live On-Air https://t.co/TSOEwPqgZr\n."]
[314, "@BeautVoices: Lady Gaga would be so proud https://t.co/kqVU2AGuwL\n."]
[315, "Miley Cyrus - "Malibu" Acoustic | Elvis Duran Live https://t.co/KHmehXSZ3D\n."]
[316, "@TheShadyFacts: Miley Cyrus' new album is COMPLETELY self-written. https://t.co/pqII0lYG0v\n."]
[317, "@levvis thankyou for making music that can truly brighten up my days and make me feel better and put a smile on my face i genuinely love you\n."]
[318, "RT @JZACMusic: who ready for some new music?? 🙏🏼\n."]
[319, "04:29: "Let Me Love You" von DJ Snake feat. Justin Bieber\n."]
[320, "RT @RollingStone: Bob Dylan released ‘Blonde on Blonde’ 51 years ago today. Here's a look at rock's first great double LP https://t.co/VBrt…\n."]
[321, "I finally might be able to get a record player this weekend!! if I get joanne by lady gaga on vinyl this weekend to� https://t.co/4rAFo47Any\n."]
[322, "My aunt's pitbull that I'm dogsitting will not stop humping me. She's more muscular than most people I know and using her nails.??\n."]
[323, "NEW MUSIC ALERT.\n."]
[324, "@takepressure: o justin fez live e essa live ficou mais famosa q muitos por a�, mas como dizem por a�, justin bieber n�o � nada n�o � me�\n."]
[325, "@GagaMagazineUK: 5 years ago today (MAY 16 2012) Lady Gaga arrived in Taiwan in this beautiful emerald look - https://t.co/RjzgrRKzDv\n."]
[326, "Megan McKenna gets own reality show about bid to crack US music market https://t.co/WGMBkspwRd\n."]
[327, "@JBPROJETO24HRS: "Nunca estive t�o entediado na minha vida" - Justin Bieber na live! ????\n."]
[328, "#ensayos #rehearsal #söax #soax #musica #music #instamusic #instamusica #live #rock #guitar… https://t.co/Tzu9udi650\n."]
[329, "CLASSIC EXCLUISVE - Kardinal Offishall Ft Wizkid – Repping My City https://t.co/pCmhsGAyK7\n."]
[330, "Malibu by Miley Cyrus makes me so happy\n."]
[331, "I'm listening to " Versace On The Floor-Bruno Mars ". Let's enjoy music on JOOX!… — https://t.co/tElcAKQSvY\n."]
[332, "@ZIPERATlVO: Miley Cyrus estreia "Malibu" em #64 na Billboard Hot 100. https://t.co/aTpAf48lEW\n."]
[333, "RT @HeymanHustle: #EXCLUSIVE -- @ColterWall Makes A Huge Impact in His #NewYorkCity Debut Concert! https://t.co/ZOsmPoU195 (Photos by Bob M…\n."]
[334, "if you save ir, just favorite or retweet. https://t.co/UbCD2Ch4dC\n."]
[335, "RT @DearAuntAbby: Your call is important to us, we'll interrupt calming music every 30secs for the next 20mins to remind you that your call…\n."]
[336, "Anyone know cool music to put me on, need new musicians to delve into.\n."]
[337, "🔥🔥🔥 Check Out My Single #IGottaEat Real Music Meaningful Lyrics💪💯\n."]
[338, "cool ghoul says: check out the music video I directed for Bunny X on the @newretrowave Facebook… https://t.co/OXiLWV825r\n."]
[339, "But... but..... we love this song Miley!!! https://t.co/Cxt6Ix94cc\n."]
[340, "@cha smcyrus: H� rumores de que o nome do #M6 pode ser algo relacionado a "Destiny" (nome "real" de Miley Cyrus)\n."]
[341, "@PopCrave: Miley Cyrus reveals that she wrote her entire upcoming album on her own, no co-writers: "I just kinda feel like I know myself�\n."]
[342, "New at #TopMusic 30 days (17 May): 'It's a Trip' by Joywave, sophomore album 'Content' (28 July);... https://t.co/CT7OJaz5py\n."]
[343, "@cadeoxuxu: beyonce e lady gaga did it better https://t.co/YIx5vfQ9t7\n."]
[344, "Now Playing Scott McKenzie - San Francisco (Be Sure To Wear Some Flowers In Your Hair) #scottmckenzie https://t.co/nKcuDj2ys8\n."]
[345, "RT @_kevsdope: idc what anyone says, music taste is so important\n."]
[346, "I liked a @YouTube video https://t.co/G6HlqGVQwZ Cheat Codes &amp; Dante Klein - Let Me Hold You (Turn Me On) [Official Music Video]\n."]
[347, "@byjeliebers: por um mundo onde justin bieber fa�a live sempre que estiver no t�dio\n."]
[348, "@_Conversate: **NEW EPISODE** 'The Trainwreck Episode' is here!\n."]
[349, "I think im the last person on this planet to watch "it aint me" music video but i love it soooo much\n."]
[350, "I fw Miley Cyrus new song ????\n."]
[351, "I am voting for Justin Bieber for TOP SOCIAL A IST at the #BBMAs.   to vote! #JustinBBMAs\n."]
[352, "LIVE DO BIEBER #JustinBBMAs https://t.co/QZaO�\n."]
[353, "@GagaNewsINDO: Lady Gaga di New York City hari ini. https://t.co/MwW9QxfPy2\n."]
[354, "@Charles_Lister yeah... Idlib.. Perfect stay for a short break with your loved one.. Delicious food, drinks, good m… https://t.co/VyE8LU8Ixp\n."]
[355, "I liked a @YouTube video https://t.co/PPPGuV43vw Lady Gaga - Paparazzi\n."]
[356, "Now Playing HD: Diva Ft Pitbull Taboo Roscoe Umali - Love Is Going Nowhere https://t.co/rUmjBtAfQE\n."]
[357, "@LILBTHEBASEDGOD: Jacking off to lady gaga perform live...... Cool - Lil B\n."]
[358, "I vote for @justinbieber for top social A ist #BBMAs? #JustinBBMAs\n."]
[359, "@SenseBieberw: @bieberfollowBRA "o seu �dolo e normal?" meu amor o meu �dolo e o Justin Bieber\n."]
[360, "LIVE DO BIEBER #JustinBBMAs https://t.co/fdkzz�\n."]
[361, "@bieberbrasilof: Justin Bieber disse o nome da @PriAlcantara bem devagar na live porque ele teve dificuldades em ler hahahaha muito fofo�\n."]
[362, "RT @THEMONTHLY: Anwen Crawford on the new compilation celebrating the devotional music of jazz legend Alice Coltrane.\n."]
[363, "Miley Cyrus is my spirit animal now more than ever before! #Malibu\n."]
[364, "@emmajpercy: Is Justin Bieber okay ? https://t.co/4qYWO41bHy\n."]
[365, "➟MASAKI YODA Release on Google play music -High- https://t.co/b40jMUQY3S #music #musik #japan #INFORMATION\n."]
[366, "♪MASAKI YODA Release on Google play music -High- https://t.co/06Ev9KN1L3 #音樂 #Japan #information\n."]
[367, "There's a million things to love about @azizansari and Master of None, but can we talk about the music? SO GOOD. Esp Venga Boys Ep 6. HA HA\n."]
[368, "@JBPROJETO24HRS: "Eu amo muito voc�s"  - Justin Bieber na live!!\n."]
[369, "i wish i loved my face as much as justin bieber loves his https://t.co/vxIIzSwxat\n."]
[370, "Let Me Love You (feat. Justin Bieber) by DJ Snake (at Pt. Mandala Multifinance, Tbk) � https://t.co/TFJvjaZGs4\n."]
[371, "@JBCrewNepal: " Justin Bieber took something precious from India; a Hanuman key chain!"\n."]
[372, "@forumpandlr: Primeira previs�o mostra que, "Malibu" de Miley Cyrus pode ser barrada do top 10 da Billboard Hot 100. https://t.co/5oBqUd�\n."]
[373, "@FallonTonight @MileyCyrus Nice interruption by Miley Cyrus??!!!\n."]
[374, "Saya suka video @YouTube https://t.co/WUnW9sKVwU Yellow Claw - Good Day ft. DJ Snake &amp; Elliphant [OFFICIAL MUSIC VIDEO]\n."]
[375, "RT @troubleforknee: Britney was the first western pop star to have a full length animated music video with Break The Ice https://t.co/1ZpSq…\n."]
[376, "?? Thank you to all the stations that warmly welcomed me into their... https://t.co/QW7fQKTPnG\n."]
[377, "RT @MAVINRECORDS: .@vanessamdee killing it in the Move music video. Watch the full video at https://t.co/KxUpWrsSwC https://t.co/UOu73q1o1j\n."]
[378, "RT @juntodong: or u can buy from hottrack. count the album in Hanteo will help iKON to win in music show. Hanteo automatically will be coun…\n."]
[379, "RT @idolator: .@Camila_Cabello gets emotional as she announces debut album 'The Hurting The Healing The Loving': https://t.co/DGiqlNHid8 ht…\n."]
[380, "RT @ChinaBBMAs: I am voting for @BTS_twt for the #BTSBBMAs Top Social Artist of the year because they put so many effort into their music.\n."]
[381, "@getcIoser: miley cyrus: my lead single Malibu is out make sure to listen! :)\n."]
[382, "@m_magazine: This Disney Channel star just admitted she would kiss her famous ex-boyfriend again ?? &gt;&gt; https://t.co/RMdrCkixb9 https://t.�\n."]
[383, "working on new music https://t.co/HH4MvT0Edp\n."]
[384, "I am voting for @BTS_twt for TOP SOCIAL ARTIST #BTSBBMAs\n."]
[385, "@gthot20: .@justinbieber is first a ist ever to notch new @billboard #Hot100 No. 1s in back-to-back weeks ???? ???? https://t.co/NlUIcRI7Vx�\n."]
[386, "@jennettemccurdy: Justin Bieber's "I'm the One" is the best song ever made.\n."]
[387, "RT @Believe_In_LH: "all they want to talk about is your music and you love life"\n."]
[388, "*justin bieber faz live sendo o bebe que �*\n."]
[389, "RT @kimjiyeobcom: I’m going to be doing more of my music and I’m working on my solo album as well, #kevinkim\n."]
[390, "@BieberNovidade: "Eu acho que nunca estive t�o entediado igual estou..." - Justin Bieber durante a live.\n."]
[391, "RT @ShakiraMedia: Shakira presents El Dorado, her new album! / Shakira presenta El Dorado, su nuevo álbum.\n."]
[392, "@kissEMOTIONstan: 131. Skyscraper - Demi Lovato. I love Miley Cyrus so much but i think demi should be the first ex-act to win a grammy�\n."]
[393, "@kissEMOTIONstan: 146. Who owns my hea  - Miley Cyrus. Pop perfection, can't be tamed deserved much more. https://t.co/m4RwcUhS4d\n."]
[394, "I liked a @YouTube video https://t.co/9Ty0fFjiSH We Ride - Stay Gold (Official Music Video)\n."]
[395, "@ApocHedgie In all honesty though It's actually just a really great music player. You can use it to listen to songs… https://t.co/jDUPmnCcUS\n."]
[396, "I love 70s. #Hippies #Quotes Enjoy Ur #Music with #70vibeFm https://t.co/4si8UiE5Ly https://t.co/zkFtDujYqB\n."]
[397, "@StylishCyrus: .@MileyCyrus confirmed to @923amp that her dad will be the mentor to her a ists on this season of 'The Voice' - https://�\n."]
[398, "The Early Morning Show - #AfterDarkkWithChrisDRazor - NP - @pitbull @stephenmarley - Options\n."]
[399, "@oxminaox: When Justin Bieber says "despacitoooo" it hits me right in da corazoncito\n."]
[400, "I'm pretty sure Taylor's all locked up in music studios focusing on TS6 is a more believable story than this one. https://t.co/g4ztjNbZsU\n."]
[401, "@RealShinski good look man. Looking to see a  different music scene with album drops packed with nice jams rather than the prevalent "hits".\n."]
[402, "como diz o pr�prio: life is good\n."]
[403, "@MCyrusVocals: Miley Cyrus- Malibu (Live at Elvis Duran) https://t.co/994t9Prjus\n."]
[404, "RT @JIMINs_snickles: @NICKIMINAJ But yh 1 day I got lucky in discovering Nicki's new music 1st - I vote @NICKIMINAJ for #NickiBBMAs\n."]
[405, "Bien maduro �l hahaha\n."]
[406, "me: oh right\n."]
[407, "RT @HotNewHipHop: .@theweeknd &amp; @TroubleDTE could be making new music together!\n."]
[408, "@KEY103: .@mileycyrus's new track 'Malibu' has landed! https://t.co/EHezDKpDNX\n."]
[409, "RT @r0h1n: Got this message from a @TheKenWeb subscriber today. The kind of feedback that is music to a young business journalism startup's…\n."]
[410, "@ElBroide My El... You ROCK ME!! Thank you for this support and music love!! Mwa\n."]
